project_index,omniclass_element,mat_group,mat_type,mat_type_podlca,life_cycle_stage,mui_gfa,mui_cfa,bldg_proj_type,bldg_park_type,bldg_cfa,bldg_gfa,bldg_park_gfa,bldg_prim_use,bldg_prim_use_category,bldg_res_units,bldg_stories_above,bldg_stories_below,bldg_height,str_prim_horiz_sys,str_prim_vert_sys,str_lat_sys,str_podium,str_fdn_type,str_sys_summary,gwp_a_to_c,total_eci_gfa_a1_to_a3,total_mui_gfa_a1_to_a3,site_country,site_region,site_state_province,site_clim_zone,bldg_code_year,bldg_energy_code_year,bldg_compl_year,bldg_ibc_type,bldg_sec_use,bldg_occupants,bldg_therm_env_area,bldg_wwr,bldg_rval_walls,bldg_rval_roofs,str_seis_site_cls,str_sdc,str_wind_speed,str_sec_horiz_sys,str_sec_vert_sys,str_grid_long,str_grid_short,lca_assessment_year,lca_design_phase,lca_rsp,lca_software,lca_purp_of_assessment,lca_phys_scope,lca_ec_reductions,lca_ec_reduction_percent,mass_total,stored_carbon_total,ep_a_to_c,ap_a_to_c,sfp_a_to_c,odp_a_to_c,nred_a_to_c,mui_total_gfa,eci_a_to_c_gfa,epi_a_to_c_gfa,api_a_to_c_gfa,sfpi_a_to_c_gfa,odpi_a_to_c_gfa,nredi_a_to_c_gfa,mui_total_cfa,eci_a_to_c_cfa,epi_a_to_c_cfa,api_a_to_c_cfa,sfpi_a_to_c_cfa,odpi_a_to_c_cfa,nredi_a_to_c_cfa,ec_per_occupant_a_to_c,ec_per_res_unit_a_to_c,total_eci_gfa_a1_to_a3_category,mui_gfa_low,mui_gfa_mid,mui_gfa_high
175,Shell - Superstructure,Wood and composites,Glue laminated timber GLT,Glue laminated timber (GLT),A1-A3,0.088822,0.088822,New Construction,No Parking,16800,16800,,Residential: Multifamily (5 or more units),Residential,340,6 to 10,0,31-45 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,5701406,230.6772,690.626,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2021,Type III-A,Food Service,4416,16926.93,0.356,26,40,D,D,58.1152,Concrete: PT framing,Concrete: CIP,7.9248,7.3152,2023,Completed,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.11,11961057,1044107,1553.691,99456.62,310011.4,0.033379,68229523,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,1291.079,16768.84,Med,0.174633,0.409876,0.639449
175,Shell - Superstructure,Wood and composites,Heavy timber framing,Softwood Lumber,A1-A3,2.569472,2.569472,New Construction,No Parking,16800,16800,,Residential: Multifamily (5 or more units),Residential,340,6 to 10,0,31-45 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,5701406,230.6772,690.626,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2021,Type III-A,Food Service,4416,16926.93,0.356,26,40,D,D,58.1152,Concrete: PT framing,Concrete: CIP,7.9248,7.3152,2023,Completed,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.11,11961057,1044107,1553.691,99456.62,310011.4,0.033379,68229523,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,1291.079,16768.84,Med,0.627469,1.675131,2.810354
175,Shell - Superstructure,Steel,Hollow structural sections HSS,"HSS, fabricated",A1-A3,1.200048,1.200048,New Construction,No Parking,16800,16800,,Residential: Multifamily (5 or more units),Residential,340,6 to 10,0,31-45 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,5701406,230.6772,690.626,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2021,Type III-A,Food Service,4416,16926.93,0.356,26,40,D,D,58.1152,Concrete: PT framing,Concrete: CIP,7.9248,7.3152,2023,Completed,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.11,11961057,1044107,1553.691,99456.62,310011.4,0.033379,68229523,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,1291.079,16768.84,Med,0.369449,0.727968,2.673699
175,Shell - Superstructure,Steel,Hot-rolled sections,"Hot-rolled sections, fabricated",A1-A3,4.702898,4.702898,New Construction,No Parking,16800,16800,,Residential: Multifamily (5 or more units),Residential,340,6 to 10,0,31-45 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,5701406,230.6772,690.626,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2021,Type III-A,Food Service,4416,16926.93,0.356,26,40,D,D,58.1152,Concrete: PT framing,Concrete: CIP,7.9248,7.3152,2023,Completed,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.11,11961057,1044107,1553.691,99456.62,310011.4,0.033379,68229523,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,1291.079,16768.84,Med,0.158646,0.613882,1.848269
175,Shell - Superstructure,Concrete,Ready mix LW 3000,"Ready-mixed concrete, USA, National, LW 3000 psi",A1-A3,0.079161,0.079161,New Construction,No Parking,16800,16800,,Residential: Multifamily (5 or more units),Residential,340,6 to 10,0,31-45 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,5701406,230.6772,690.626,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2021,Type III-A,Food Service,4416,16926.93,0.356,26,40,D,D,58.1152,Concrete: PT framing,Concrete: CIP,7.9248,7.3152,2023,Completed,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.11,11961057,1044107,1553.691,99456.62,310011.4,0.033379,68229523,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,1291.079,16768.84,Med,0.189257,0.838594,4.052101
175,Shell - Superstructure,Concrete,Ready mix unknown,Ready mix unknown,A1-A3,372.0037,372.0037,New Construction,No Parking,16800,16800,,Residential: Multifamily (5 or more units),Residential,340,6 to 10,0,31-45 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,5701406,230.6772,690.626,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2021,Type III-A,Food Service,4416,16926.93,0.356,26,40,D,D,58.1152,Concrete: PT framing,Concrete: CIP,7.9248,7.3152,2023,Completed,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.11,11961057,1044107,1553.691,99456.62,310011.4,0.033379,68229523,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,1291.079,16768.84,Med,23.91829,416.7192,854.8607
175,Shell - Superstructure,Steel,Rebar and reinforcement,"Rebar, fabricated",A1-A3,7.082542,7.082542,New Construction,No Parking,16800,16800,,Residential: Multifamily (5 or more units),Residential,340,6 to 10,0,31-45 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,5701406,230.6772,690.626,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2021,Type III-A,Food Service,4416,16926.93,0.356,26,40,D,D,58.1152,Concrete: PT framing,Concrete: CIP,7.9248,7.3152,2023,Completed,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.11,11961057,1044107,1553.691,99456.62,310011.4,0.033379,68229523,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,1291.079,16768.84,Med,7.082542,22.97583,43.43751
175,Shell - Superstructure,Wood and composites,Softwood framing,Softwood Lumber,A1-A3,0.087623,0.087623,New Construction,No Parking,16800,16800,,Residential: Multifamily (5 or more units),Residential,340,6 to 10,0,31-45 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,5701406,230.6772,690.626,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2021,Type III-A,Food Service,4416,16926.93,0.356,26,40,D,D,58.1152,Concrete: PT framing,Concrete: CIP,7.9248,7.3152,2023,Completed,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.11,11961057,1044107,1553.691,99456.62,310011.4,0.033379,68229523,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,1291.079,16768.84,Med,0.09277,1.244079,7.887047
175,Shell - Superstructure,Wood and composites,Softwood plywood,Softwood plywood,A1-A3,9.420962,9.420962,New Construction,No Parking,16800,16800,,Residential: Multifamily (5 or more units),Residential,340,6 to 10,0,31-45 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,5701406,230.6772,690.626,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2021,Type III-A,Food Service,4416,16926.93,0.356,26,40,D,D,58.1152,Concrete: PT framing,Concrete: CIP,7.9248,7.3152,2023,Completed,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.11,11961057,1044107,1553.691,99456.62,310011.4,0.033379,68229523,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,1291.079,16768.84,Med,0.243825,5.768738,8.502588
175,Shell - Superstructure,Steel,Steel - other,"Steel plate, fabricated",A1-A3,0.440239,0.440239,New Construction,No Parking,16800,16800,,Residential: Multifamily (5 or more units),Residential,340,6 to 10,0,31-45 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,5701406,230.6772,690.626,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2021,Type III-A,Food Service,4416,16926.93,0.356,26,40,D,D,58.1152,Concrete: PT framing,Concrete: CIP,7.9248,7.3152,2023,Completed,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.11,11961057,1044107,1553.691,99456.62,310011.4,0.033379,68229523,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,1291.079,16768.84,Med,0.085925,0.557164,1.146661
175,Shell - Superstructure,Steel,Steel sheet,Cold-formed steel framing,A1-A3,0.048111,0.048111,New Construction,No Parking,16800,16800,,Residential: Multifamily (5 or more units),Residential,340,6 to 10,0,31-45 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,5701406,230.6772,690.626,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2021,Type III-A,Food Service,4416,16926.93,0.356,26,40,D,D,58.1152,Concrete: PT framing,Concrete: CIP,7.9248,7.3152,2023,Completed,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.11,11961057,1044107,1553.691,99456.62,310011.4,0.033379,68229523,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,1291.079,16768.84,Med,0.057,0.332352,0.765512
175,Shell - Superstructure,Wood and composites,Wood I joists,"Wood I-joist, 300mm (≅11-7/8"")",A1-A3,4.354502,4.354502,New Construction,No Parking,16800,16800,,Residential: Multifamily (5 or more units),Residential,340,6 to 10,0,31-45 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,5701406,230.6772,690.626,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2021,Type III-A,Food Service,4416,16926.93,0.356,26,40,D,D,58.1152,Concrete: PT framing,Concrete: CIP,7.9248,7.3152,2023,Completed,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.11,11961057,1044107,1553.691,99456.62,310011.4,0.033379,68229523,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,1291.079,16768.84,Med,3.291895,5.383451,7.450761
175,Substructure,Concrete,Ready mix unknown,Ready mix unknown,A1-A3,88.60389,88.60389,New Construction,No Parking,16800,16800,,Residential: Multifamily (5 or more units),Residential,340,6 to 10,0,31-45 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,5701406,230.6772,690.626,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2021,Type III-A,Food Service,4416,16926.93,0.356,26,40,D,D,58.1152,Concrete: PT framing,Concrete: CIP,7.9248,7.3152,2023,Completed,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.11,11961057,1044107,1553.691,99456.62,310011.4,0.033379,68229523,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,1291.079,16768.84,Med,64.13611,109.3871,515.7048
175,Substructure,Steel,Rebar and reinforcement,"Rebar, fabricated",A1-A3,2.064127,2.064127,New Construction,No Parking,16800,16800,,Residential: Multifamily (5 or more units),Residential,340,6 to 10,0,31-45 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,5701406,230.6772,690.626,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2021,Type III-A,Food Service,4416,16926.93,0.356,26,40,D,D,58.1152,Concrete: PT framing,Concrete: CIP,7.9248,7.3152,2023,Completed,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.11,11961057,1044107,1553.691,99456.62,310011.4,0.033379,68229523,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,711.9677,339.3694,0.092482,5.920037,18.45306,1.99E-06,4061.281,1291.079,16768.84,Med,1.315519,4.702094,18.61986
176,Shell - Superstructure,Wood and composites,Cross laminated timber CLT,"Cross laminated timber (CLT), North America",A1-A3,0.784346,0.784346,New Construction,No Parking,14800,14800,,Residential: Multifamily (5 or more units),Residential,320,6 to 10,0,22.6-30 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,3076412,115.345,333.4685,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2024,Type III-A,Education,1757,15205.9,0.3,26,33,D,D,42.91584,Concrete: PT framing,Concrete: CIP,7.62,6.7056,2021,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.36,5245567,978761.7,1067.399,82690.77,170068.1,0.02003,42122075,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,1750.946,9613.786,Low,0.153992,2.690518,67.82618
176,Shell - Superstructure,Wood and composites,Glue laminated timber GLT,Glue laminated timber (GLT),A1-A3,0.255643,0.255643,New Construction,No Parking,14800,14800,,Residential: Multifamily (5 or more units),Residential,320,6 to 10,0,22.6-30 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,3076412,115.345,333.4685,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2024,Type III-A,Education,1757,15205.9,0.3,26,33,D,D,42.91584,Concrete: PT framing,Concrete: CIP,7.62,6.7056,2021,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.36,5245567,978761.7,1067.399,82690.77,170068.1,0.02003,42122075,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,1750.946,9613.786,Low,0.174633,0.409876,0.639449
176,Shell - Superstructure,Wood and composites,Heavy timber framing,Softwood Lumber,A1-A3,3.171677,3.171677,New Construction,No Parking,14800,14800,,Residential: Multifamily (5 or more units),Residential,320,6 to 10,0,22.6-30 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,3076412,115.345,333.4685,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2024,Type III-A,Education,1757,15205.9,0.3,26,33,D,D,42.91584,Concrete: PT framing,Concrete: CIP,7.62,6.7056,2021,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.36,5245567,978761.7,1067.399,82690.77,170068.1,0.02003,42122075,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,1750.946,9613.786,Low,0.627469,1.675131,2.810354
176,Shell - Superstructure,Steel,Hollow structural sections HSS,"HSS, fabricated",A1-A3,0.583866,0.583866,New Construction,No Parking,14800,14800,,Residential: Multifamily (5 or more units),Residential,320,6 to 10,0,22.6-30 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,3076412,115.345,333.4685,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2024,Type III-A,Education,1757,15205.9,0.3,26,33,D,D,42.91584,Concrete: PT framing,Concrete: CIP,7.62,6.7056,2021,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.36,5245567,978761.7,1067.399,82690.77,170068.1,0.02003,42122075,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,1750.946,9613.786,Low,0.369449,0.727968,2.673699
176,Shell - Superstructure,Steel,Hot-rolled sections,"Hot-rolled sections, fabricated",A1-A3,0.939124,0.939124,New Construction,No Parking,14800,14800,,Residential: Multifamily (5 or more units),Residential,320,6 to 10,0,22.6-30 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,3076412,115.345,333.4685,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2024,Type III-A,Education,1757,15205.9,0.3,26,33,D,D,42.91584,Concrete: PT framing,Concrete: CIP,7.62,6.7056,2021,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.36,5245567,978761.7,1067.399,82690.77,170068.1,0.02003,42122075,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,1750.946,9613.786,Low,0.158646,0.613882,1.848269
176,Shell - Superstructure,Concrete,Ready mix unknown,Ready mix unknown,A1-A3,66.11896,66.11896,New Construction,No Parking,14800,14800,,Residential: Multifamily (5 or more units),Residential,320,6 to 10,0,22.6-30 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,3076412,115.345,333.4685,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2024,Type III-A,Education,1757,15205.9,0.3,26,33,D,D,42.91584,Concrete: PT framing,Concrete: CIP,7.62,6.7056,2021,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.36,5245567,978761.7,1067.399,82690.77,170068.1,0.02003,42122075,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,1750.946,9613.786,Low,23.91829,416.7192,854.8607
176,Shell - Superstructure,Steel,Rebar and reinforcement,"Rebar, fabricated",A1-A3,1.095823,1.095823,New Construction,No Parking,14800,14800,,Residential: Multifamily (5 or more units),Residential,320,6 to 10,0,22.6-30 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,3076412,115.345,333.4685,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2024,Type III-A,Education,1757,15205.9,0.3,26,33,D,D,42.91584,Concrete: PT framing,Concrete: CIP,7.62,6.7056,2021,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.36,5245567,978761.7,1067.399,82690.77,170068.1,0.02003,42122075,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,1750.946,9613.786,Low,7.082542,22.97583,43.43751
176,Shell - Superstructure,Wood and composites,Softwood framing,Softwood Lumber,A1-A3,0.074933,0.074933,New Construction,No Parking,14800,14800,,Residential: Multifamily (5 or more units),Residential,320,6 to 10,0,22.6-30 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,3076412,115.345,333.4685,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2024,Type III-A,Education,1757,15205.9,0.3,26,33,D,D,42.91584,Concrete: PT framing,Concrete: CIP,7.62,6.7056,2021,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.36,5245567,978761.7,1067.399,82690.77,170068.1,0.02003,42122075,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,1750.946,9613.786,Low,0.09277,1.244079,7.887047
176,Shell - Superstructure,Wood and composites,Softwood plywood,Softwood plywood,A1-A3,9.359032,9.359032,New Construction,No Parking,14800,14800,,Residential: Multifamily (5 or more units),Residential,320,6 to 10,0,22.6-30 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,3076412,115.345,333.4685,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2024,Type III-A,Education,1757,15205.9,0.3,26,33,D,D,42.91584,Concrete: PT framing,Concrete: CIP,7.62,6.7056,2021,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.36,5245567,978761.7,1067.399,82690.77,170068.1,0.02003,42122075,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,1750.946,9613.786,Low,0.243825,5.768738,8.502588
176,Shell - Superstructure,Steel,Steel - other,"Steel plate, fabricated",A1-A3,0.557164,0.557164,New Construction,No Parking,14800,14800,,Residential: Multifamily (5 or more units),Residential,320,6 to 10,0,22.6-30 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,3076412,115.345,333.4685,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2024,Type III-A,Education,1757,15205.9,0.3,26,33,D,D,42.91584,Concrete: PT framing,Concrete: CIP,7.62,6.7056,2021,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.36,5245567,978761.7,1067.399,82690.77,170068.1,0.02003,42122075,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,1750.946,9613.786,Low,0.085925,0.557164,1.146661
176,Shell - Superstructure,Wood and composites,Wood I joists,"Wood I-joist, 300mm (≅11-7/8"")",A1-A3,3.907748,3.907748,New Construction,No Parking,14800,14800,,Residential: Multifamily (5 or more units),Residential,320,6 to 10,0,22.6-30 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,3076412,115.345,333.4685,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2024,Type III-A,Education,1757,15205.9,0.3,26,33,D,D,42.91584,Concrete: PT framing,Concrete: CIP,7.62,6.7056,2021,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.36,5245567,978761.7,1067.399,82690.77,170068.1,0.02003,42122075,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,1750.946,9613.786,Low,3.291895,5.383451,7.450761
176,Substructure,Concrete,Ready mix unknown,Ready mix unknown,A1-A3,65.71291,65.71291,New Construction,No Parking,14800,14800,,Residential: Multifamily (5 or more units),Residential,320,6 to 10,0,22.6-30 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,3076412,115.345,333.4685,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2024,Type III-A,Education,1757,15205.9,0.3,26,33,D,D,42.91584,Concrete: PT framing,Concrete: CIP,7.62,6.7056,2021,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.36,5245567,978761.7,1067.399,82690.77,170068.1,0.02003,42122075,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,1750.946,9613.786,Low,64.13611,109.3871,515.7048
176,Substructure,Steel,Rebar and reinforcement,"Rebar, fabricated",A1-A3,2.441167,2.441167,New Construction,No Parking,14800,14800,,Residential: Multifamily (5 or more units),Residential,320,6 to 10,0,22.6-30 m,Wood: Joists and sheathing,Wood: Light-frame,Wood: Shear panels,Primary system defined above is on a podium,Shallow foundation,Wood: Light-frame,3076412,115.345,333.4685,United States,Pacific Northwest,Oregon,Zone 4C (Mixed Marine),2019,2019,2024,Type III-A,Education,1757,15205.9,0.3,26,33,D,D,42.91584,Concrete: PT framing,Concrete: CIP,7.62,6.7056,2021,Construction,60,Tally LCA,Required: LEED Proposed,BSECF,Yes,0.36,5245567,978761.7,1067.399,82690.77,170068.1,0.02003,42122075,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,354.4302,207.8656,0.072122,5.587214,11.49109,1.35E-06,2846.086,1750.946,9613.786,Low,1.315519,4.702094,18.61986
177,Shell - Superstructure,Steel,Decking,Steel deck,A1-A3,10.15536,10.15536,New Construction,No Parking,5950,5950,,Education,Commercial,,2 to 5,0,7.6-15 m,Steel: Other,Steel: Columns,Steel: Braced frames,Not a podium building,Shallow foundation,Steel,2770404,372.7793,781.2737,United States,Pacific Northwest,Washington,Zone 4C (Mixed Marine),2015,2015,2020,Type V-B,Public Assembly,2344,14738.97,0.284,18,36,C,D,51.4096,,,8.5344,7.0104,2021,Completed,60,Tally LCA,Voluntary: Internal Benchmarking,BSECF,Yes,,5074121,63007.59,714.0216,13984.91,147561.6,0.071498,33844542,852.7934,465.6141,0.120004,2.350405,24.80028,1.20E-05,5688.158,852.7934,465.6141,0.120004,2.350405,24.80028,1.20E-05,5688.158,1181.913,,Med,1.08998,8.160104,12.8828
